county,adjustmentFactor,effectiveDate
31053,0.0232,20230101
32510,0.0049,20230101
33011,0.0576,20230101
33015,0.0737,20230101
34013,0.0484,20230101
34021,0.0190,20230101
34023,0.0491,20230101
34025,0.0233,20230101
34027,0.0362,20230101
35039,0.0435,20230101
35047,0.0384,20230101
36011,0.0471,20230101
36027,0.0439,20230101
36037,0.0146,20230101
36059,0.0176,20230101
36105,0.1191,20230101
36111,0.0826,20230101
37019,0.0254,20230101
37031,0.0021,20230101
37035,0.0094,20230101
37045,0.0289,20230101
37061,0.0308,20230101
37081,0.0097,20230101
37105,0.0349,20230101
37107,0.0287,20230101
37111,0.0346,20230101
37117,0.0568,20230101
37183,0.0047,20230101
37195,0.0282,20230101
39011,0.0214,20230101
39037,0.0211,20230101
39077,0.0101,20230101
39081,0.0018,20230101
39091,0.0254,20230101
39101,0.0288,20230101
39119,0.0160,20230101
39143,0.0068,20230101
39149,0.0195,20230101
39151,0.0062,20230101
39153,0.0107,20230101
39155,0.0068,20230101
39161,0.0192,20230101
39169,0.0117,20230101
40013,0.0259,20230101
40041,0.0119,20230101
40097,0.0308,20230101
40101,0.0076,20230101
40115,0.0050,20230101
40125,0.0343,20230101
40137,0.0010,20230101
40147,0.0075,20230101
41033,0.0052,20230101
41043,0.0184,20230101
42015,0.0143,20230101
42021,0.0008,20230101
42029,0.0306,20230101
42035,0.0522,20230101
42063,0.0027,20230101
42071,0.0100,20230101
42089,0.0961,20230101
42091,0.0432,20230101
42097,0.0945,20230101
42107,0.0501,20230101
42119,0.0234,20230101
42127,0.0363,20230101
42133,0.0042,20230101
45025,0.0202,20230101
45029,0.0208,20230101
45043,0.0078,20230101
45053,0.0034,20230101
45073,0.0157,20230101
47003,0.0541,20230101
47011,0.0494,20230101
47031,0.0155,20230101
47055,0.0697,20230101
47069,0.0354,20230101
47077,0.0182,20230101
47089,0.0014,20230101
47099,0.1099,20230101
47103,0.0168,20230101
47107,0.0059,20230101
47125,0.0413,20230101
47177,0.0227,20230101
47183,0.0017,20230101
48025,0.0031,20230101
48053,0.0030,20230101
48091,0.0033,20230101
48097,0.0447,20230101
48181,0.0090,20230101
48221,0.0699,20230101
48223,0.0071,20230101
48241,0.0075,20230101
48273,0.0304,20230101
48293,0.0013,20230101
48329,0.0029,20230101
48349,0.0365,20230101
48439,0.0007,20230101
48471,0.0363,20230101
50003,0.0545,20230101
51059,0.0171,20230101
51121,0.0040,20230101
51153,0.0140,20230101
53027,0.0055,20230101
53041,0.0076,20230101
53053,0.0015,20230101
53057,0.0163,20230101
53067,0.0135,20230101
54003,0.0239,20230101
54049,0.0233,20230101
54059,0.0420,20230101
54079,0.0140,20230101
54107,0.0081,20230101
55039,0.0089,20230101
55075,0.0074,20230101
55087,0.0016,20230101
55101,0.0089,20230101
55105,0.0160,20230101
55111,0.0267,20230101
55117,0.0038,20230101
55127,0.0594,20230101
55139,0.0064,20230101
72013,0.0094,20230101
72057,0.0002,20230101
72081,0.0056,20230101
